0,-499.179,232
0,-267.5,290.193
0,-512.44,232
0,-267.5,389.178
0,-524.5,340.824
0,-267.5,240.086
0,-524.5,247.537
0,-524.5,282.367
0,-267.5,283.88
0,-267.5,630.863
0,-267.5,311.044
0,-392.189,232
0,-477.939,232
0,-267.5,551.149
0,-267.5,366.185
0,-267.5,265.235
0,-267.5,344.579
0,-267.5,423.394
0,-37.8516,232
0,-260.5,677.063
0,-260.5,642.247
0,-3.5,304.418
0,-260.5,328.774
0,-260.5,351.56
0,-14.9467,232
0,-260.5,511.719
0,-52.3327,232
0,-260.5,432.989
0,-260.5,282.452
0,-150.395,232
0,-260.5,304.557
0,-260.5,480.077
0,-260.5,597.425
0,-221.882,232
0,-99.7171,232
0,-3.5,242.913
0,-27.4385,232
0,-260.5,654.684
0,-149.939,232
0,-260.5,521.78
0,206.23,232
0,3.5,274.568
0,3.5,341.033
0,137.062,232
0,3.5,316.255
0,222.28,232
0,38.958,232
0,-653.77,225
0,-711.87,225
0,-531.5,139.509
0,-531.5,123.752
0,-531.5,166.114
0,-531.5,179.966
0,-531.5,206.363
0,-531.5,147.381
0,-582.23,225
0,-524.5,82.7115
0,-354.812,-225
0,-364.594,-225
0,-524.5,153.464
0,-309.41,225
0,-267.5,-179.031
0,-326.596,225
0,-267.5,55.8105
0,-362.971,225
0,-524.5,209.471
0,-355.964,225
0,-374.199,225
0,-267.5,116.919
0,-267.5,-15.5454
0,-267.5,-124.199
0,-524.5,135.79
0,-524.5,188.283
0,-267.5,-74.5155
0,-267.5,-152.344
0,-260.5,44.3969
0,-235.01,225
0,-197.013,225
0,-260.5,-78.6823
0,-229.166,-225
0,-3.5,189.174
0,-68.3975,225
0,-65.5536,225
0,-267.5,-237.301
0,-3.5,200.12
0,-260.5,9.79207
0,-260.5,-209.567
0,-7.73972,225
0,-65.4592,225
0,-260.5,48.0788
0,-182.466,-225
0,-260.5,147.969
0,-260.5,-122.091
0,-260.5,159.177
0,215.688,225
0,62.2189,225
0,161.088,225
0,110.098,225
0,25.4438,225
0,85.4364,225
0,114.6,225
0,171.1,225
0,3.5,218.956
0,-260.5,-260.252
0,-528,228.5
0,-264,228.5
0,0,228.5
0,-267.5,-179.031
0,-267.5,-15.5454
0,-267.5,-124.199
0,-267.5,-74.5155
0,-267.5,-152.344
0,-260.5,-78.6823
0,-267.5,-237.301
0,-260.5,9.79207
0,-260.5,-209.567
0,-260.5,-122.091
0,-267.5,-556.82
0,-267.5,-448.381
0,-267.5,-512.789
0,-267.5,-418.988
0,-267.5,-657.293
0,-267.5,-326.574
0,-267.5,-301.166
0,-277.283,-232
0,-267.5,-488.178
0,-267.5,-476.64
0,-260.5,-305.849
0,-260.5,-630.748
0,-260.5,-260.252
0,-260.5,-450.214
0,-247.332,-232
0,-260.5,-525.657
0,-260.5,-392.833
0,-238.799,-232
0,-264,-228.5
0,-264,-685.5
0,206.23,232
0,251.65,682
0,149.913,682
0,256.776,682
0,173.533,682
0,-68.3975,225
0,-65.5536,225
0,-7.73972,225
0,-65.4592,225
0,215.688,225
0,62.2189,225
0,161.088,225
0,110.098,225
0,25.4438,225
0,85.4364,225
0,114.6,225
0,171.1,225
0,254.374,225
0,369.939,225
0,335.169,225
0,364.18,225
0,570.014,225
0,208.955,-232
0,224.731,-232
0,264,685.5
0,0,228.5
